,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,followup
1194,105-EP01d. Malaria cases treated,202102,pLkoHnX3Ukn,"10-19Yrs, Female",Lf2Axb9E6B4,10,carapai,2021-11-24T17:49:04.000+0000,2021-11-24T17:49:04.000+0000,False
1195,105-EP01d. Malaria cases treated,202102,FbzPPH8fy5s,"20+Yrs, Male",Lf2Axb9E6B4,14,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
1196,105-EP01d. Malaria cases treated,202102,FbzPPH8fy5s,"5-9Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
1197,105-EP01d. Malaria cases treated,202102,FbzPPH8fy5s,"20+Yrs, Female",Lf2Axb9E6B4,9,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
1198,105-EP01d. Malaria cases treated,202102,FbzPPH8fy5s,"29Dys-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
1199,105-EP01d. Malaria cases treated,202102,FbzPPH8fy5s,"5-9Yrs, Male",Lf2Axb9E6B4,7,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
1200,105-EP01d. Malaria cases treated,202102,FbzPPH8fy5s,"29Dys-4Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T17:49:17.000+0000,2021-11-24T17:49:17.000+0000,False
1201,105-EP01d. Malaria cases treated,202102,j1gpp563TOQ,"20+Yrs, Male",Lf2Axb9E6B4,13,carapai,2021-11-24T17:49:04.000+0000,2021-11-24T17:49:04.000+0000,False
1202,105-EP01d. Malaria cases treated,202102,j1gpp563TOQ,"20+Yrs, Female",Lf2Axb9E6B4,14,carapai,2021-11-24T17:49:04.000+0000,2021-11-24T17:49:04.000+0000,False
1203,105-EP01d. Malaria cases treated,202102,j1gpp563TOQ,"29Dys-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:49:04.000+0000,2021-11-24T17:49:04.000+0000,False
1204,105-EP01d. Malaria cases treated,202102,yDPmjwoOIxi,"10-19Yrs, Male",Lf2Axb9E6B4,15,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1205,105-EP01d. Malaria cases treated,202102,yDPmjwoOIxi,"20+Yrs, Male",Lf2Axb9E6B4,14,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1206,105-EP01d. Malaria cases treated,202102,yDPmjwoOIxi,"5-9Yrs, Female",Lf2Axb9E6B4,33,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1207,105-EP01d. Malaria cases treated,202102,yDPmjwoOIxi,"20+Yrs, Female",Lf2Axb9E6B4,98,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1208,105-EP01d. Malaria cases treated,202102,yDPmjwoOIxi,"29Dys-4Yrs, Male",Lf2Axb9E6B4,62,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1209,105-EP01d. Malaria cases treated,202102,yDPmjwoOIxi,"5-9Yrs, Male",Lf2Axb9E6B4,17,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1210,105-EP01d. Malaria cases treated,202102,yDPmjwoOIxi,"29Dys-4Yrs, Female",Lf2Axb9E6B4,32,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1211,105-EP01d. Malaria cases treated,202102,yDPmjwoOIxi,"10-19Yrs, Female",Lf2Axb9E6B4,44,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1212,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"0-28Dys, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1213,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"10-19Yrs, Male",Lf2Axb9E6B4,14,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1214,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"0-28Dys, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1215,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"20+Yrs, Male",Lf2Axb9E6B4,11,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1216,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"5-9Yrs, Female",Lf2Axb9E6B4,14,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1217,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"20+Yrs, Female",Lf2Axb9E6B4,18,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1218,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"29Dys-4Yrs, Male",Lf2Axb9E6B4,7,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1219,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"5-9Yrs, Male",Lf2Axb9E6B4,11,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1220,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"29Dys-4Yrs, Female",Lf2Axb9E6B4,14,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1221,105-EP01d. Malaria cases treated,202102,etPrOnArvd1,"10-19Yrs, Female",Lf2Axb9E6B4,18,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
1222,105-EP01d. Malaria cases treated,202102,UjMKFe4MIGj,"10-19Yrs, Male",Lf2Axb9E6B4,28,carapai,2021-11-24T17:45:04.000+0000,2021-11-24T17:45:04.000+0000,False
1223,105-EP01d. Malaria cases treated,202102,UjMKFe4MIGj,"20+Yrs, Male",Lf2Axb9E6B4,18,carapai,2021-11-24T17:45:04.000+0000,2021-11-24T17:45:04.000+0000,False
1224,105-EP01d. Malaria cases treated,202102,UjMKFe4MIGj,"5-9Yrs, Female",Lf2Axb9E6B4,69,carapai,2021-11-24T17:45:04.000+0000,2021-11-24T17:45:04.000+0000,False
1225,105-EP01d. Malaria cases treated,202102,UjMKFe4MIGj,"20+Yrs, Female",Lf2Axb9E6B4,104,carapai,2021-11-24T17:45:04.000+0000,2021-11-24T17:45:04.000+0000,False
1226,105-EP01d. Malaria cases treated,202102,UjMKFe4MIGj,"29Dys-4Yrs, Male",Lf2Axb9E6B4,69,carapai,2021-11-24T17:45:04.000+0000,2021-11-24T17:45:04.000+0000,False
1227,105-EP01d. Malaria cases treated,202102,UjMKFe4MIGj,"5-9Yrs, Male",Lf2Axb9E6B4,56,carapai,2021-11-24T17:45:04.000+0000,2021-11-24T17:45:04.000+0000,False
1228,105-EP01d. Malaria cases treated,202102,UjMKFe4MIGj,"29Dys-4Yrs, Female",Lf2Axb9E6B4,90,carapai,2021-11-24T17:45:04.000+0000,2021-11-24T17:45:04.000+0000,False
1229,105-EP01d. Malaria cases treated,202102,UjMKFe4MIGj,"10-19Yrs, Female",Lf2Axb9E6B4,85,carapai,2021-11-24T17:45:04.000+0000,2021-11-24T17:45:04.000+0000,False
1230,105-EP01d. Malaria cases treated,202102,YhPJwSvxDcC,"20+Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1231,105-EP01d. Malaria cases treated,202102,YhPJwSvxDcC,"5-9Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1232,105-EP01d. Malaria cases treated,202102,YhPJwSvxDcC,"20+Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1233,105-EP01d. Malaria cases treated,202102,YhPJwSvxDcC,"29Dys-4Yrs, Male",Lf2Axb9E6B4,13,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1234,105-EP01d. Malaria cases treated,202102,YhPJwSvxDcC,"5-9Yrs, Male",Lf2Axb9E6B4,4,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1235,105-EP01d. Malaria cases treated,202102,YhPJwSvxDcC,"29Dys-4Yrs, Female",Lf2Axb9E6B4,9,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1236,105-EP01d. Malaria cases treated,202102,YhPJwSvxDcC,"10-19Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1237,105-EP01d. Malaria cases treated,202102,BRYcaY1oeHd,"10-19Yrs, Male",Lf2Axb9E6B4,35,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1238,105-EP01d. Malaria cases treated,202102,BRYcaY1oeHd,"20+Yrs, Male",Lf2Axb9E6B4,13,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1239,105-EP01d. Malaria cases treated,202102,BRYcaY1oeHd,"5-9Yrs, Female",Lf2Axb9E6B4,42,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1240,105-EP01d. Malaria cases treated,202102,BRYcaY1oeHd,"20+Yrs, Female",Lf2Axb9E6B4,91,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1241,105-EP01d. Malaria cases treated,202102,BRYcaY1oeHd,"29Dys-4Yrs, Male",Lf2Axb9E6B4,21,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1242,105-EP01d. Malaria cases treated,202102,BRYcaY1oeHd,"5-9Yrs, Male",Lf2Axb9E6B4,26,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1243,105-EP01d. Malaria cases treated,202102,BRYcaY1oeHd,"29Dys-4Yrs, Female",Lf2Axb9E6B4,36,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1244,105-EP01d. Malaria cases treated,202102,BRYcaY1oeHd,"10-19Yrs, Female",Lf2Axb9E6B4,92,carapai,2021-11-24T17:56:17.000+0000,2021-11-24T17:56:17.000+0000,False
1245,105-EP01d. Malaria cases treated,202102,E9a1cflRJZf,"10-19Yrs, Male",Lf2Axb9E6B4,31,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
1246,105-EP01d. Malaria cases treated,202102,E9a1cflRJZf,"20+Yrs, Male",Lf2Axb9E6B4,19,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
1247,105-EP01d. Malaria cases treated,202102,E9a1cflRJZf,"5-9Yrs, Female",Lf2Axb9E6B4,59,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
1248,105-EP01d. Malaria cases treated,202102,E9a1cflRJZf,"20+Yrs, Female",Lf2Axb9E6B4,86,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
1249,105-EP01d. Malaria cases treated,202102,E9a1cflRJZf,"29Dys-4Yrs, Male",Lf2Axb9E6B4,71,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
1250,105-EP01d. Malaria cases treated,202102,E9a1cflRJZf,"5-9Yrs, Male",Lf2Axb9E6B4,31,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
1251,105-EP01d. Malaria cases treated,202102,E9a1cflRJZf,"29Dys-4Yrs, Female",Lf2Axb9E6B4,70,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
1252,105-EP01d. Malaria cases treated,202102,E9a1cflRJZf,"10-19Yrs, Female",Lf2Axb9E6B4,73,carapai,2021-11-24T17:57:52.000+0000,2021-11-24T17:57:52.000+0000,False
1253,105-EP01d. Malaria cases treated,202102,hPIXVP3f1nP,"10-19Yrs, Male",Lf2Axb9E6B4,34,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1254,105-EP01d. Malaria cases treated,202102,hPIXVP3f1nP,"20+Yrs, Male",Lf2Axb9E6B4,53,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1255,105-EP01d. Malaria cases treated,202102,hPIXVP3f1nP,"5-9Yrs, Female",Lf2Axb9E6B4,20,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1256,105-EP01d. Malaria cases treated,202102,hPIXVP3f1nP,"20+Yrs, Female",Lf2Axb9E6B4,96,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1257,105-EP01d. Malaria cases treated,202102,hPIXVP3f1nP,"29Dys-4Yrs, Male",Lf2Axb9E6B4,14,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1258,105-EP01d. Malaria cases treated,202102,hPIXVP3f1nP,"5-9Yrs, Male",Lf2Axb9E6B4,11,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1259,105-EP01d. Malaria cases treated,202102,hPIXVP3f1nP,"29Dys-4Yrs, Female",Lf2Axb9E6B4,14,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1260,105-EP01d. Malaria cases treated,202102,hPIXVP3f1nP,"10-19Yrs, Female",Lf2Axb9E6B4,40,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1261,105-EP01d. Malaria cases treated,202102,i783Z5CHxyj,"10-19Yrs, Male",Lf2Axb9E6B4,13,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1262,105-EP01d. Malaria cases treated,202102,i783Z5CHxyj,"20+Yrs, Male",Lf2Axb9E6B4,20,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1263,105-EP01d. Malaria cases treated,202102,i783Z5CHxyj,"5-9Yrs, Female",Lf2Axb9E6B4,11,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1264,105-EP01d. Malaria cases treated,202102,i783Z5CHxyj,"20+Yrs, Female",Lf2Axb9E6B4,70,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1265,105-EP01d. Malaria cases treated,202102,i783Z5CHxyj,"29Dys-4Yrs, Male",Lf2Axb9E6B4,24,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1266,105-EP01d. Malaria cases treated,202102,i783Z5CHxyj,"5-9Yrs, Male",Lf2Axb9E6B4,4,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1267,105-EP01d. Malaria cases treated,202102,i783Z5CHxyj,"29Dys-4Yrs, Female",Lf2Axb9E6B4,12,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1268,105-EP01d. Malaria cases treated,202102,i783Z5CHxyj,"10-19Yrs, Female",Lf2Axb9E6B4,40,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1269,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1270,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"10-19Yrs, Male",Lf2Axb9E6B4,7,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1271,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"0-28Dys, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1272,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"20+Yrs, Male",Lf2Axb9E6B4,9,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1273,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"5-9Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1274,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"20+Yrs, Female",Lf2Axb9E6B4,13,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1275,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"29Dys-4Yrs, Male",Lf2Axb9E6B4,22,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1276,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"5-9Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1277,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"29Dys-4Yrs, Female",Lf2Axb9E6B4,23,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1278,105-EP01d. Malaria cases treated,202102,cDGKAJzfkpf,"10-19Yrs, Female",Lf2Axb9E6B4,9,carapai,2021-11-24T18:06:46.000+0000,2021-11-24T18:06:46.000+0000,False
1279,105-EP01d. Malaria cases treated,202102,SU6u279D3JC,"10-19Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:57:20.000+0000,2021-11-24T17:57:20.000+0000,False
1280,105-EP01d. Malaria cases treated,202102,SU6u279D3JC,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:57:20.000+0000,2021-11-24T17:57:20.000+0000,False
1281,105-EP01d. Malaria cases treated,202102,Ppyz6vwPpKi,"10-19Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
1282,105-EP01d. Malaria cases treated,202102,Ppyz6vwPpKi,"20+Yrs, Male",Lf2Axb9E6B4,10,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
1283,105-EP01d. Malaria cases treated,202102,Ppyz6vwPpKi,"5-9Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
1284,105-EP01d. Malaria cases treated,202102,Ppyz6vwPpKi,"20+Yrs, Female",Lf2Axb9E6B4,18,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
1285,105-EP01d. Malaria cases treated,202102,Ppyz6vwPpKi,"29Dys-4Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
1286,105-EP01d. Malaria cases treated,202102,Ppyz6vwPpKi,"5-9Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
1287,105-EP01d. Malaria cases treated,202102,Ppyz6vwPpKi,"29Dys-4Yrs, Female",Lf2Axb9E6B4,7,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
1288,105-EP01d. Malaria cases treated,202102,Ppyz6vwPpKi,"10-19Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T18:09:40.000+0000,2021-11-24T18:09:40.000+0000,False
1289,105-EP01d. Malaria cases treated,202102,IswqGyDbcgm,"10-19Yrs, Male",Lf2Axb9E6B4,38,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1290,105-EP01d. Malaria cases treated,202102,IswqGyDbcgm,"20+Yrs, Male",Lf2Axb9E6B4,53,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1291,105-EP01d. Malaria cases treated,202102,IswqGyDbcgm,"5-9Yrs, Female",Lf2Axb9E6B4,31,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1292,105-EP01d. Malaria cases treated,202102,IswqGyDbcgm,"20+Yrs, Female",Lf2Axb9E6B4,115,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1293,105-EP01d. Malaria cases treated,202102,IswqGyDbcgm,"29Dys-4Yrs, Male",Lf2Axb9E6B4,23,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1294,105-EP01d. Malaria cases treated,202102,IswqGyDbcgm,"5-9Yrs, Male",Lf2Axb9E6B4,13,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1295,105-EP01d. Malaria cases treated,202102,IswqGyDbcgm,"29Dys-4Yrs, Female",Lf2Axb9E6B4,26,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1296,105-EP01d. Malaria cases treated,202102,IswqGyDbcgm,"10-19Yrs, Female",Lf2Axb9E6B4,109,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1297,105-EP01d. Malaria cases treated,202102,o7CJeTwDapk,"10-19Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1298,105-EP01d. Malaria cases treated,202102,o7CJeTwDapk,"20+Yrs, Male",Lf2Axb9E6B4,19,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1299,105-EP01d. Malaria cases treated,202102,o7CJeTwDapk,"5-9Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1300,105-EP01d. Malaria cases treated,202102,o7CJeTwDapk,"20+Yrs, Female",Lf2Axb9E6B4,29,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1301,105-EP01d. Malaria cases treated,202102,o7CJeTwDapk,"29Dys-4Yrs, Male",Lf2Axb9E6B4,9,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1302,105-EP01d. Malaria cases treated,202102,o7CJeTwDapk,"5-9Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1303,105-EP01d. Malaria cases treated,202102,o7CJeTwDapk,"29Dys-4Yrs, Female",Lf2Axb9E6B4,6,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1304,105-EP01d. Malaria cases treated,202102,o7CJeTwDapk,"10-19Yrs, Female",Lf2Axb9E6B4,12,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1305,105-EP01d. Malaria cases treated,202102,UiGav1NitiR,"10-19Yrs, Male",Lf2Axb9E6B4,12,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1306,105-EP01d. Malaria cases treated,202102,UiGav1NitiR,"20+Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1307,105-EP01d. Malaria cases treated,202102,UiGav1NitiR,"5-9Yrs, Female",Lf2Axb9E6B4,20,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1308,105-EP01d. Malaria cases treated,202102,UiGav1NitiR,"20+Yrs, Female",Lf2Axb9E6B4,20,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1309,105-EP01d. Malaria cases treated,202102,UiGav1NitiR,"29Dys-4Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1310,105-EP01d. Malaria cases treated,202102,UiGav1NitiR,"5-9Yrs, Male",Lf2Axb9E6B4,17,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1311,105-EP01d. Malaria cases treated,202102,UiGav1NitiR,"29Dys-4Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1312,105-EP01d. Malaria cases treated,202102,UiGav1NitiR,"10-19Yrs, Female",Lf2Axb9E6B4,29,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
1313,105-EP01d. Malaria cases treated,202102,J2JiemiIQvD,"10-19Yrs, Male",Lf2Axb9E6B4,37,carapai,2021-11-24T17:52:42.000+0000,2021-11-24T17:52:42.000+0000,False
1314,105-EP01d. Malaria cases treated,202102,J2JiemiIQvD,"20+Yrs, Male",Lf2Axb9E6B4,12,carapai,2021-11-24T17:52:42.000+0000,2021-11-24T17:52:42.000+0000,False
1315,105-EP01d. Malaria cases treated,202102,J2JiemiIQvD,"5-9Yrs, Female",Lf2Axb9E6B4,42,carapai,2021-11-24T17:52:42.000+0000,2021-11-24T17:52:42.000+0000,False
1316,105-EP01d. Malaria cases treated,202102,J2JiemiIQvD,"20+Yrs, Female",Lf2Axb9E6B4,36,carapai,2021-11-24T17:52:42.000+0000,2021-11-24T17:52:42.000+0000,False
1317,105-EP01d. Malaria cases treated,202102,J2JiemiIQvD,"29Dys-4Yrs, Male",Lf2Axb9E6B4,34,carapai,2021-11-24T17:52:42.000+0000,2021-11-24T17:52:42.000+0000,False
1318,105-EP01d. Malaria cases treated,202102,J2JiemiIQvD,"5-9Yrs, Male",Lf2Axb9E6B4,46,carapai,2021-11-24T17:52:42.000+0000,2021-11-24T17:52:42.000+0000,False
1319,105-EP01d. Malaria cases treated,202102,J2JiemiIQvD,"29Dys-4Yrs, Female",Lf2Axb9E6B4,36,carapai,2021-11-24T17:52:42.000+0000,2021-11-24T17:52:42.000+0000,False
1320,105-EP01d. Malaria cases treated,202102,J2JiemiIQvD,"10-19Yrs, Female",Lf2Axb9E6B4,73,carapai,2021-11-24T17:52:42.000+0000,2021-11-24T17:52:42.000+0000,False
1321,105-EP01d. Malaria cases treated,202102,aVQCbe80pl7,"10-19Yrs, Male",Lf2Axb9E6B4,46,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
1322,105-EP01d. Malaria cases treated,202102,aVQCbe80pl7,"20+Yrs, Male",Lf2Axb9E6B4,24,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
1323,105-EP01d. Malaria cases treated,202102,aVQCbe80pl7,"5-9Yrs, Female",Lf2Axb9E6B4,39,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
1324,105-EP01d. Malaria cases treated,202102,aVQCbe80pl7,"20+Yrs, Female",Lf2Axb9E6B4,55,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
1325,105-EP01d. Malaria cases treated,202102,aVQCbe80pl7,"29Dys-4Yrs, Male",Lf2Axb9E6B4,14,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
1326,105-EP01d. Malaria cases treated,202102,aVQCbe80pl7,"5-9Yrs, Male",Lf2Axb9E6B4,31,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
1327,105-EP01d. Malaria cases treated,202102,aVQCbe80pl7,"29Dys-4Yrs, Female",Lf2Axb9E6B4,14,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
1328,105-EP01d. Malaria cases treated,202102,aVQCbe80pl7,"10-19Yrs, Female",Lf2Axb9E6B4,85,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
