,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,followup
3792,105-EP01a. Suspected fever,202101,Akurao HC II,"0-28Dys, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3793,105-EP01a. Suspected fever,202101,Akurao HC II,"10-19Yrs, Male",Lf2Axb9E6B4,70,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3794,105-EP01a. Suspected fever,202101,Akurao HC II,"0-28Dys, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3795,105-EP01a. Suspected fever,202101,Akurao HC II,"20+Yrs, Male",Lf2Axb9E6B4,64,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3796,105-EP01a. Suspected fever,202101,Akurao HC II,"5-9Yrs, Female",Lf2Axb9E6B4,93,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3797,105-EP01a. Suspected fever,202101,Akurao HC II,"20+Yrs, Female",Lf2Axb9E6B4,194,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3798,105-EP01a. Suspected fever,202101,Akurao HC II,"29Dys-4Yrs, Male",Lf2Axb9E6B4,85,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3799,105-EP01a. Suspected fever,202101,Akurao HC II,"5-9Yrs, Male",Lf2Axb9E6B4,77,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3800,105-EP01a. Suspected fever,202101,Akurao HC II,"29Dys-4Yrs, Female",Lf2Axb9E6B4,82,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3801,105-EP01a. Suspected fever,202101,Akurao HC II,"10-19Yrs, Female",Lf2Axb9E6B4,158,carapai,2021-11-24T17:52:46.000+0000,2021-11-24T17:52:46.000+0000,False
3802,105-EP01a. Suspected fever,202101,Akoboi (Serere) HC II,"10-19Yrs, Male",Lf2Axb9E6B4,18,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
3803,105-EP01a. Suspected fever,202101,Akoboi (Serere) HC II,"20+Yrs, Male",Lf2Axb9E6B4,36,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
3804,105-EP01a. Suspected fever,202101,Akoboi (Serere) HC II,"5-9Yrs, Female",Lf2Axb9E6B4,50,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
3805,105-EP01a. Suspected fever,202101,Akoboi (Serere) HC II,"20+Yrs, Female",Lf2Axb9E6B4,120,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
3806,105-EP01a. Suspected fever,202101,Akoboi (Serere) HC II,"29Dys-4Yrs, Male",Lf2Axb9E6B4,60,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
3807,105-EP01a. Suspected fever,202101,Akoboi (Serere) HC II,"5-9Yrs, Male",Lf2Axb9E6B4,30,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
3808,105-EP01a. Suspected fever,202101,Akoboi (Serere) HC II,"29Dys-4Yrs, Female",Lf2Axb9E6B4,64,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
3809,105-EP01a. Suspected fever,202101,Akoboi (Serere) HC II,"10-19Yrs, Female",Lf2Axb9E6B4,80,carapai,2021-11-24T18:08:32.000+0000,2021-11-24T18:08:32.000+0000,False
3810,105-EP01a. Suspected fever,202101,Alenda Medical Centre,"0-28Dys, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T17:47:32.000+0000,2021-11-24T17:47:32.000+0000,False
3811,105-EP01a. Suspected fever,202101,Alenda Medical Centre,"20+Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T17:47:32.000+0000,2021-11-24T17:47:32.000+0000,False
3812,105-EP01a. Suspected fever,202101,Alenda Medical Centre,"29Dys-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:47:32.000+0000,2021-11-24T17:47:32.000+0000,False
3813,105-EP01a. Suspected fever,202101,Alenda Medical Centre,"10-19Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T17:47:32.000+0000,2021-11-24T17:47:32.000+0000,False
3814,105-EP01a. Suspected fever,202101,Alere HC II,"10-19Yrs, Male",Lf2Axb9E6B4,63,carapai,2021-11-24T13:37:52.000+0000,2021-11-24T13:37:52.000+0000,False
3815,105-EP01a. Suspected fever,202101,Alere HC II,"10-19Yrs, Male",TFRceXDkJ95,120,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3816,105-EP01a. Suspected fever,202101,Alere HC II,"20+Yrs, Male",Lf2Axb9E6B4,70,carapai,2021-11-24T13:37:52.000+0000,2021-11-24T13:37:52.000+0000,False
3817,105-EP01a. Suspected fever,202101,Alere HC II,"20+Yrs, Male",TFRceXDkJ95,138,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3818,105-EP01a. Suspected fever,202101,Alere HC II,"5-9Yrs, Female",Lf2Axb9E6B4,48,carapai,2021-11-24T13:37:52.000+0000,2021-11-24T13:37:52.000+0000,False
3819,105-EP01a. Suspected fever,202101,Alere HC II,"5-9Yrs, Female",TFRceXDkJ95,98,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3820,105-EP01a. Suspected fever,202101,Alere HC II,"20+Yrs, Female",Lf2Axb9E6B4,77,carapai,2021-11-24T13:37:52.000+0000,2021-11-24T13:37:52.000+0000,False
3821,105-EP01a. Suspected fever,202101,Alere HC II,"20+Yrs, Female",TFRceXDkJ95,146,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3822,105-EP01a. Suspected fever,202101,Alere HC II,"29Dys-4Yrs, Male",Lf2Axb9E6B4,30,carapai,2021-11-24T13:37:52.000+0000,2021-11-24T13:37:52.000+0000,False
3823,105-EP01a. Suspected fever,202101,Alere HC II,"29Dys-4Yrs, Male",TFRceXDkJ95,62,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3824,105-EP01a. Suspected fever,202101,Alere HC II,"5-9Yrs, Male",Lf2Axb9E6B4,37,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3825,105-EP01a. Suspected fever,202101,Alere HC II,"5-9Yrs, Male",TFRceXDkJ95,97,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3826,105-EP01a. Suspected fever,202101,Alere HC II,"29Dys-4Yrs, Female",Lf2Axb9E6B4,38,carapai,2021-11-24T13:37:52.000+0000,2021-11-24T13:37:52.000+0000,False
3827,105-EP01a. Suspected fever,202101,Alere HC II,"29Dys-4Yrs, Female",TFRceXDkJ95,80,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3828,105-EP01a. Suspected fever,202101,Alere HC II,"10-19Yrs, Female",Lf2Axb9E6B4,64,carapai,2021-11-24T13:37:52.000+0000,2021-11-24T13:37:52.000+0000,False
3829,105-EP01a. Suspected fever,202101,Alere HC II,"10-19Yrs, Female",TFRceXDkJ95,116,carapai,2021-11-24T13:38:29.000+0000,2021-11-24T13:38:29.000+0000,False
3830,105-EP01a. Suspected fever,202101,Akworo HC III,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3831,105-EP01a. Suspected fever,202101,Akworo HC III,"10-19Yrs, Male",Lf2Axb9E6B4,73,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3832,105-EP01a. Suspected fever,202101,Akworo HC III,"0-28Dys, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3833,105-EP01a. Suspected fever,202101,Akworo HC III,"20+Yrs, Male",Lf2Axb9E6B4,70,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3834,105-EP01a. Suspected fever,202101,Akworo HC III,"5-9Yrs, Female",Lf2Axb9E6B4,90,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3835,105-EP01a. Suspected fever,202101,Akworo HC III,"20+Yrs, Female",Lf2Axb9E6B4,382,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3836,105-EP01a. Suspected fever,202101,Akworo HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,199,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3837,105-EP01a. Suspected fever,202101,Akworo HC III,"5-9Yrs, Male",Lf2Axb9E6B4,70,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3838,105-EP01a. Suspected fever,202101,Akworo HC III,"29Dys-4Yrs, Female",Lf2Axb9E6B4,203,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3839,105-EP01a. Suspected fever,202101,Akworo HC III,"10-19Yrs, Female",Lf2Axb9E6B4,94,carapai,2021-11-24T18:05:40.000+0000,2021-11-24T18:05:40.000+0000,False
3840,105-EP01a. Suspected fever,202101,Alangi HC III,"10-19Yrs, Male",Lf2Axb9E6B4,61,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3841,105-EP01a. Suspected fever,202101,Alangi HC III,"20+Yrs, Male",Lf2Axb9E6B4,33,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3842,105-EP01a. Suspected fever,202101,Alangi HC III,"5-9Yrs, Female",Lf2Axb9E6B4,52,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3843,105-EP01a. Suspected fever,202101,Alangi HC III,"20+Yrs, Female",Lf2Axb9E6B4,84,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3844,105-EP01a. Suspected fever,202101,Alangi HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,42,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3845,105-EP01a. Suspected fever,202101,Alangi HC III,"5-9Yrs, Male",Lf2Axb9E6B4,47,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3846,105-EP01a. Suspected fever,202101,Alangi HC III,"29Dys-4Yrs, Female",Lf2Axb9E6B4,42,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3847,105-EP01a. Suspected fever,202101,Alangi HC III,"10-19Yrs, Female",Lf2Axb9E6B4,87,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3848,105-OT13. Other chronic conditions,202101,Alanyi HC III,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3849,105-NA10a3. No. of female clients with MAM admitted into treatment - Discharged as cured,202101,Alakas HC II,"25+Yrs, Pregnant/Lactating",Lf2Axb9E6B4,19,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3850,105-NA10a3. No. of female clients with MAM admitted into treatment - Discharged as cured,202101,Alakas HC II,"10-19Yrs, Pregnant/Lactating",Lf2Axb9E6B4,3,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3851,105-NA10a3. No. of female clients with MAM admitted into treatment - Discharged as cured,202101,Alakas HC II,"20-24Yrs, Pregnant/Lactating",Lf2Axb9E6B4,15,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3852,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3853,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"10-19Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3854,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"0-28Dys, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3855,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"20+Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3856,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"5-9Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3857,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"20+Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3858,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"29Dys-4Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3859,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"5-9Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3860,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"29Dys-4Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3861,105-EP13. Severe Acute Respiratory Infection (SARI),202101,Alakas HC II,"10-19Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3862,105-MC11a. Total Screened For Cervical Cancer,202101,Alenda Medical Centre,"20+Yrs, Female",Lf2Axb9E6B4,16,carapai,2021-11-24T17:47:32.000+0000,2021-11-24T17:47:32.000+0000,False
3863,105-MN03. Other Minor Operations,202101,Akuna Laber HC III,"10-19Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3864,105-MN03. Other Minor Operations,202101,Akuna Laber HC III,"20+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3865,105-MN03. Other Minor Operations,202101,Akuna Laber HC III,"5-9Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3866,105-MN03. Other Minor Operations,202101,Akuna Laber HC III,"20+Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3867,105-MN03. Other Minor Operations,202101,Akuna Laber HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3868,105-MN03. Other Minor Operations,202101,Akuna Laber HC III,"5-9Yrs, Male",Lf2Axb9E6B4,4,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3869,105-MN03. Other Minor Operations,202101,Akuna Laber HC III,"29Dys-4Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3870,105-MN03. Other Minor Operations,202101,Alere (Amuria) HC II,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
3871,105-MN03. Other Minor Operations,202101,Alere (Amuria) HC II,"29Dys-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T15:04:40.000+0000,2021-11-24T15:04:40.000+0000,False
3872,105-NA01b1. Clients(<10) who received nutrition assessment in this month - W/H or L Z-Score,202101,Alangi HC III,"0-5Mths, Male",Lf2Axb9E6B4,15,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3873,105-NA01b1. Clients(<10) who received nutrition assessment in this month - W/H or L Z-Score,202101,Alangi HC III,"0-5Mths, Female",Lf2Axb9E6B4,23,carapai,2021-11-24T18:10:00.000+0000,2021-11-24T18:10:00.000+0000,False
3874,105-CD12. Pneumonia,202101,Akuna Laber HC III,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3875,105-CD12. Pneumonia,202101,Akuna Laber HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,6,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3876,105-CD12. Pneumonia,202101,Akuna Laber HC III,"5-9Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3877,105-CD12. Pneumonia,202101,Akuna Laber HC III,"29Dys-4Yrs, Female",Lf2Axb9E6B4,8,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3878,105-CD12. Pneumonia,202101,Akuna Laber HC III,"10-19Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3879,105-CD12. Pneumonia,202101,Akurumor HC II,"29Dys-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:12.000+0000,2021-11-24T17:55:12.000+0000,False
3880,105-CD12. Pneumonia,202101,Alero HC III,"10-19Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T18:06:06.000+0000,2021-11-24T18:06:06.000+0000,False
3881,105-CD12. Pneumonia,202101,Alero HC III,"5-9Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T18:06:06.000+0000,2021-11-24T18:06:06.000+0000,False
3882,105-CD12. Pneumonia,202101,Alero HC III,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T18:06:06.000+0000,2021-11-24T18:06:06.000+0000,False
3883,105-CD12. Pneumonia,202101,Alero HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T18:06:06.000+0000,2021-11-24T18:06:06.000+0000,False
3884,105-CD12. Pneumonia,202101,Alero HC III,"5-9Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T18:06:06.000+0000,2021-11-24T18:06:06.000+0000,False
3885,105-CD12. Pneumonia,202101,Alero HC III,"29Dys-4Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T18:06:06.000+0000,2021-11-24T18:06:06.000+0000,False
3886,105-CD12. Pneumonia,202101,Alerek HC III,"0-28Dys, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3887,105-CD12. Pneumonia,202101,Alerek HC III,"10-19Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3888,105-CD12. Pneumonia,202101,Alerek HC III,"0-28Dys, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3889,105-CD12. Pneumonia,202101,Alerek HC III,"20+Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3890,105-CD12. Pneumonia,202101,Alerek HC III,"5-9Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3891,105-CD12. Pneumonia,202101,Alerek HC III,"20+Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3892,105-CD12. Pneumonia,202101,Alerek HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3893,105-CD12. Pneumonia,202101,Alerek HC III,"5-9Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3894,105-CD12. Pneumonia,202101,Alerek HC III,"29Dys-4Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3895,105-CD12. Pneumonia,202101,Alerek HC III,"10-19Yrs, Female",Lf2Axb9E6B4,5,carapai,2021-11-24T13:20:11.000+0000,2021-11-24T13:20:11.000+0000,False
3896,105-CD12. Pneumonia,202101,Alakas HC II,"10-19Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3897,105-CD12. Pneumonia,202101,Alakas HC II,"20+Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3898,105-CD12. Pneumonia,202101,Alakas HC II,"20+Yrs, Female",Lf2Axb9E6B4,7,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3899,105-CD12. Pneumonia,202101,Alakas HC II,"29Dys-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3900,105-CD12. Pneumonia,202101,Alakas HC II,"5-9Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3901,105-CD12. Pneumonia,202101,Alakas HC II,"29Dys-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3902,105-CD12. Pneumonia,202101,Alakas HC II,"10-19Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T14:45:01.000+0000,2021-11-24T14:45:01.000+0000,False
3903,105-CD12. Pneumonia,202101,Alanyi HC III,"0-28Dys, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3904,105-CD12. Pneumonia,202101,Alanyi HC III,"20+Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3905,105-CD12. Pneumonia,202101,Alanyi HC III,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3906,105-CD12. Pneumonia,202101,Alanyi HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3907,105-CD12. Pneumonia,202101,Alanyi HC III,"29Dys-4Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3908,105-CD12. Pneumonia,202101,Alanyi HC III,"10-19Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3909,105-CD12. Pneumonia,202101,Akura HC II,"5-9Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3910,105-CD12. Pneumonia,202101,Akura HC II,"29Dys-4Yrs, Female",Lf2Axb9E6B4,5,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3911,105-CD12. Pneumonia,202101,Alebtong HC IV,"20+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3912,105-CD12. Pneumonia,202101,Alebtong HC IV,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3913,105-CD12. Pneumonia,202101,Alebtong HC IV,"29Dys-4Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3914,105-CD12. Pneumonia,202101,Alebtong HC IV,"29Dys-4Yrs, Female",Lf2Axb9E6B4,8,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3915,105-CD12. Pneumonia,202101,Alelluyah Joint Maternity Clinic,"29Dys-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T14:10:25.000+0000,2021-11-24T14:10:25.000+0000,False
3916,105-CD12. Pneumonia,202101,Akokoro HC III,"10-19Yrs, Male",Lf2Axb9E6B4,20,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3917,105-CD12. Pneumonia,202101,Akokoro HC III,"0-28Dys, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3918,105-CD12. Pneumonia,202101,Akokoro HC III,"20+Yrs, Male",Lf2Axb9E6B4,26,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3919,105-CD12. Pneumonia,202101,Akokoro HC III,"5-9Yrs, Female",Lf2Axb9E6B4,13,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3920,105-CD12. Pneumonia,202101,Akokoro HC III,"20+Yrs, Female",Lf2Axb9E6B4,61,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3921,105-CD12. Pneumonia,202101,Akokoro HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,28,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3922,105-CD12. Pneumonia,202101,Akokoro HC III,"5-9Yrs, Male",Lf2Axb9E6B4,13,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3923,105-CD12. Pneumonia,202101,Akokoro HC III,"29Dys-4Yrs, Female",Lf2Axb9E6B4,30,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3924,105-CD12. Pneumonia,202101,Akokoro HC III,"10-19Yrs, Female",Lf2Axb9E6B4,31,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3925,105-CD12. Pneumonia,202101,Alado HC II,"29Dys-4Yrs, Male",Lf2Axb9E6B4,8,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3926,105-CD12. Pneumonia,202101,Alado HC II,"5-9Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3927,105-CD12. Pneumonia,202101,Alado HC II,"29Dys-4Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3928,105-CD12. Pneumonia,202101,Alenga HC III,"20+Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3929,105-CD12. Pneumonia,202101,Alenga HC III,"20+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
3930,105-CD12. Pneumonia,202101,Alenga HC III,"29Dys-4Yrs, Male",Lf2Axb9E6B4,7,carapai,2021-11-24T16:34:06.000+0000,2021-11-24T16:34:06.000+0000,False
